game_id,is_home,wl,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,a_team_id,season_year,Money Line
0021500363,0,L,11,15,0.423,240,33,80,0.413,9,25,0.36,19,27,1,12,35,47,19,9,5,16,23,94,1610612742,2015,154.00
0021500362,0,L,10,13,0.435,240,37,86,0.43,9,24,0.375,12,20,1,10,26,36,22,9,3,14,13,95,1610612763,2015,142.00
0021500362,1,W,14,12,0.538,240,44,78,0.564,10,15,0.667,14,15,1,6,33,39,26,8,5,17,18,112,1610612764,2015,-157.00
0021500361,0,L,1,25,0.038,240,38,92,0.413,11,31,0.355,9,13,1,9,27,36,19,6,8,11,17,96,1610612741,2015,1102.00
0021500361,1,W,14,8,0.636,240,43,85,0.506,8,22,0.364,21,26,1,10,43,53,28,7,8,13,15,115,1610612755,2015,-1600.00
0021500360,1,L,14,12,0.538,240,33,84,0.393,8,33,0.242,14,15,1,7,30,37,25,7,4,14,21,88,1610612748,2015,-250.00
0021500360,0,W,14,9,0.609,240,40,89,0.449,7,16,0.438,13,15,1,15,39,54,26,6,5,15,16,100,1610612737,2015,222.00
0021500359,0,W,15,10,0.6,265,44,97,0.454,6,19,0.316,11,15,1,10,29,39,29,9,4,10,22,105,1610612765,2015,-123.00
0021500359,1,L,14,12,0.538,265,37,89,0.416,6,19,0.316,23,31,1,15,39,54,17,8,0,18,21,103,1610612746,2015,111.00
0021500358,0,W,13,11,0.542,240,41,76,0.539,9,21,0.429,14,20,1,7,36,43,24,12,3,16,18,105,1610612751,2015,-160.00
0021500358,1,L,7,17,0.292,240,31,80,0.388,7,19,0.368,13,16,1,9,30,39,23,5,0,17,19,82,1610612753,2015,144.00
0021500357,0,L,16,10,0.615,240,29,79,0.367,10,28,0.357,22,26,1,15,30,45,10,9,6,18,21,90,1610612754,2015,185.00
0021500357,1,W,14,9,0.609,240,41,86,0.477,10,22,0.455,14,16,1,10,34,44,14,8,3,14,21,106,1610612761,2015,-206.00
0021500356,0,L,10,12,0.455,265,39,94,0.415,8,22,0.364,12,20,1,16,28,44,14,6,2,11,24,98,1610612760,2015,390.00
0021500356,1,W,16,8,0.667,265,35,79,0.443,7,21,0.333,27,30,1,8,34,42,18,7,13,10,18,104,1610612762,2015,-457.00
0021500355,0,L,1,24,0.04,240,28,84,0.333,10,28,0.357,10,14,1,15,37,52,18,1,9,22,20,76,1610612761,2015,655.00
0021500355,1,W,16,9,0.64,240,32,78,0.41,7,22,0.318,25,34,1,8,33,41,14,11,9,8,15,96,1610612755,2015,-825.00
0021500354,0,L,13,12,0.52,240,40,77,0.519,7,19,0.368,10,14,1,5,28,33,23,10,3,13,21,97,1610612748,2015,139.00
0021500354,1,W,13,9,0.591,240,37,77,0.481,7,22,0.318,19,23,1,7,28,35,18,9,1,10,15,100,1610612763,2015,-154.00
0021500353,1,W,11,14,0.44,240,39,87,0.448,10,30,0.333,20,24,1,12,26,38,28,16,8,14,26,108,1610612750,2015,-230.00
0021500353,0,L,9,14,0.391,240,33,73,0.452,8,19,0.421,27,34,1,9,29,38,22,7,4,24,26,101,1610612756,2015,205.00
0021500352,0,W,11,14,0.44,240,39,75,0.52,9,21,0.429,25,28,1,7,27,34,17,3,3,11,22,112,1610612757,2015,143.00
0021500352,1,L,10,15,0.4,240,41,89,0.461,6,21,0.286,22,29,1,14,25,39,15,4,0,7,22,110,1610612752,2015,-158.00
0021500351,0,L,24,1,0.96,240,36,89,0.404,6,27,0.222,17,25,1,15,34,49,23,9,8,16,20,95,1610612749,2015,-495.00
0021500351,1,W,10,15,0.4,240,44,90,0.489,6,14,0.429,14,18,1,8,36,44,31,12,4,16,24,108,1610612744,2015,420.00
0021500350,0,W,10,12,0.455,240,44,85,0.518,14,29,0.483,12,15,1,4,35,39,33,6,6,13,22,114,1610612742,2015,221.00
0021500350,1,L,13,11,0.542,240,38,89,0.427,14,33,0.424,21,24,1,11,35,46,23,5,3,12,12,111,1610612764,2015,-248.00
0021500349,1,W,12,12,0.5,240,47,90,0.522,15,33,0.455,17,28,1,15,37,52,32,16,7,16,15,126,1610612747,2015,-825.00
0021500349,0,L,3,21,0.125,240,35,88,0.398,10,32,0.313,17,20,1,11,29,40,21,11,4,19,23,97,1610612745,2015,655.00
0021500348,0,L,6,17,0.261,240,40,89,0.449,6,16,0.375,8,11,1,5,36,41,26,9,6,10,22,94,1610612741,2015,280.00
0021500348,1,W,13,8,0.619,240,33,78,0.423,8,20,0.4,24,29,1,7,41,48,17,6,6,13,10,98,1610612740,2015,-319.00
0021500347,1,L,14,11,0.56,240,30,80,0.375,5,24,0.208,13,16,1,7,26,33,21,15,3,17,15,78,1610612759,2015,129.00
0021500347,0,W,20,5,0.8,240,36,74,0.486,10,20,0.5,21,22,1,6,43,49,26,11,2,23,16,103,1610612737,2015,-143.00
0021500346,1,W,14,11,0.56,240,45,90,0.5,13,29,0.448,15,19,1,10,36,46,26,11,6,14,18,118,1610612754,2015,-113.00
0021500346,0,L,13,9,0.591,240,41,82,0.5,3,16,0.188,11,18,1,5,28,33,17,7,2,16,16,96,1610612765,2015,102.00
0021500345,0,W,14,10,0.583,240,40,96,0.417,9,25,0.36,9,10,1,3,39,42,26,5,5,5,13,98,1610612766,2015,131.00
0021500345,1,L,14,9,0.609,240,36,88,0.409,11,35,0.314,10,10,1,7,45,52,17,1,5,11,12,93,1610612738,2015,-145.00
0021500344,0,W,14,10,0.583,240,43,86,0.5,8,24,0.333,11,18,1,7,33,40,28,12,0,12,21,105,1610612751,2015,-271.00
0021500344,1,L,7,16,0.304,240,35,79,0.443,5,19,0.263,25,30,1,12,34,46,17,5,2,16,22,100,1610612746,2015,240.00
0021500343,0,W,10,14,0.417,240,45,96,0.469,12,34,0.353,4,7,1,14,37,51,23,7,3,12,14,106,1610612756,2015,151.00
0021500343,1,L,10,14,0.417,240,36,83,0.434,13,35,0.371,11,18,1,8,32,40,21,8,7,9,9,96,1610612757,2015,-167.00
0021500342,1,W,19,5,0.792,240,44,82,0.537,6,14,0.429,15,25,1,11,38,49,26,9,6,13,13,109,1610612747,2015,-2900.00
0021500342,0,L,3,20,0.13,240,36,88,0.409,9,25,0.36,6,10,1,9,27,36,20,7,5,15,21,87,1610612759,2015,1632.00
0021500341,1,L,10,11,0.476,240,33,78,0.423,8,28,0.286,16,24,1,11,28,39,17,7,4,11,16,90,1610612760,2015,141.00
0021500341,0,W,15,8,0.652,240,37,79,0.468,6,17,0.353,14,16,1,11,34,45,14,4,2,13,19,94,1610612762,2015,-156.00
0021500340,0,L,9,13,0.409,265,38,87,0.437,7,19,0.368,25,29,1,8,35,43,22,5,8,10,27,108,1610612743,2015,-103.00
0021500340,1,W,9,14,0.391,265,38,86,0.442,11,28,0.393,24,33,1,8,42,50,21,7,1,12,25,111,1610612750,2015,-107.00
0021500339,0,L,9,12,0.429,240,40,80,0.5,12,27,0.444,13,21,1,6,27,33,27,10,1,10,17,105,1610612740,2015,158.00
0021500339,1,W,6,16,0.273,240,39,79,0.494,16,27,0.593,13,18,1,7,34,41,21,9,0,16,18,107,1610612764,2015,-175.00
0021500338,1,L,13,11,0.542,240,32,80,0.4,7,20,0.35,28,37,1,11,29,40,19,8,5,12,24,99,1610612766,2015,-144.00
0021500338,0,W,14,8,0.636,240,39,78,0.5,18,37,0.486,27,30,1,7,34,41,23,5,5,13,24,123,1610612763,2015,130.00
0021500337,1,W,15,9,0.625,240,34,70,0.486,7,20,0.35,15,23,1,7,32,39,16,9,8,16,23,90,1610612749,2015,-333.00
0021500337,0,L,9,15,0.375,240,33,80,0.413,4,11,0.364,13,16,1,10,30,40,19,9,4,15,19,83,1610612761,2015,292.00
0021500336,1,L,13,10,0.565,290,49,114,0.43,12,33,0.364,9,16,1,11,40,51,32,7,9,15,30,119,1610612744,2015,175.00
0021500336,0,W,24,0,1,290,42,107,0.393,9,31,0.29,31,39,1,17,50,67,28,10,11,18,22,124,1610612738,2015,-195.00
0021500335,0,W,13,11,0.542,240,43,93,0.462,10,27,0.37,11,16,1,17,31,48,18,9,9,14,21,107,1610612755,2015,-415.00
0021500335,1,L,1,23,0.042,240,36,80,0.45,6,18,0.333,17,24,1,13,31,44,22,5,5,21,16,95,1610612765,2015,358.00
0021500334,0,W,15,7,0.682,240,41,72,0.569,11,21,0.524,18,27,1,9,36,45,28,12,0,18,19,111,1610612753,2015,-152.00
0021500334,1,L,12,11,0.522,240,28,72,0.389,6,22,0.273,14,20,1,6,24,30,16,8,3,19,24,76,1610612739,2015,139.00
0021500333,1,W,13,8,0.619,240,36,86,0.419,6,28,0.214,18,20,1,7,38,45,22,13,6,12,13,96,1610612748,2015,-190.00
0021500333,0,L,12,9,0.571,240,35,81,0.432,5,20,0.25,8,13,1,8,37,45,14,6,8,19,16,83,1610612754,2015,171.00
0021500332,0,L,10,14,0.417,240,33,83,0.398,9,29,0.31,22,28,1,13,41,54,17,9,6,18,22,97,1610612758,2015,218.00
0021500332,1,W,9,15,0.375,240,42,93,0.452,3,16,0.188,12,16,1,10,34,44,24,6,3,12,20,99,1610612752,2015,-245.00
0021500331,0,L,14,10,0.583,240,35,78,0.449,10,28,0.357,14,23,1,5,29,34,21,9,7,9,19,94,1610612760,2015,289.00
0021500331,1,W,14,8,0.636,240,39,80,0.488,9,17,0.529,20,26,1,10,42,52,24,6,2,14,16,107,1610612737,2015,-330.00
0021500330,0,L,13,10,0.565,240,30,88,0.341,10,22,0.455,10,12,1,15,37,52,22,4,4,13,15,80,1610612741,2015,-111.00
0021500330,1,W,12,8,0.6,240,31,87,0.356,7,23,0.304,14,16,1,13,41,54,20,8,6,11,12,83,1610612746,2015,101.00
0021500329,1,W,7,15,0.318,240,37,74,0.5,6,14,0.429,20,27,1,9,34,43,22,5,1,19,20,100,1610612755,2015,-270.00
0021500329,0,L,1,22,0.043,240,34,87,0.391,4,31,0.129,19,22,1,13,25,38,17,14,6,10,22,91,1610612751,2015,239.00
0021500328,0,W,14,9,0.609,240,39,81,0.481,6,20,0.3,14,18,1,6,41,47,26,7,7,14,19,98,1610612742,2015,-123.00
0021500328,1,L,13,10,0.565,240,36,100,0.36,7,31,0.226,16,19,1,20,31,51,18,7,3,9,15,95,1610612737,2015,111.00
0021500327,0,L,10,13,0.435,240,31,78,0.397,8,21,0.381,15,27,1,7,29,36,20,10,3,10,24,85,1610612762,2015,127.00
0021500327,1,W,10,10,0.5,240,39,80,0.488,9,21,0.429,19,23,1,9,42,51,26,6,2,14,26,106,1610612752,2015,-140.00
0021500326,0,L,12,10,0.545,240,40,85,0.471,12,25,0.48,12,16,1,5,27,32,28,11,1,16,26,104,1610612756,2015,171.00
0021500326,1,W,10,13,0.435,240,41,80,0.513,6,24,0.25,19,27,1,11,33,44,23,9,6,18,16,107,1610612753,2015,-190.00
0021500325,1,W,9,12,0.429,265,46,93,0.495,7,19,0.368,24,31,1,14,33,47,30,4,4,14,20,123,1610612747,2015,-337.00
0021500325,0,L,3,19,0.136,265,48,93,0.516,9,23,0.391,17,27,1,9,31,40,19,9,1,9,23,122,1610612750,2015,295.00
0021500324,0,W,13,9,0.591,240,38,81,0.469,12,28,0.429,21,36,1,12,39,51,27,7,8,14,16,109,1610612749,2015,-208.00
0021500324,1,L,9,14,0.391,240,42,90,0.467,2,10,0.2,9,12,1,7,33,40,26,7,1,11,29,95,1610612746,2015,186.00
0021500323,1,W,14,9,0.609,240,37,64,0.578,3,10,0.3,20,22,1,4,30,34,23,10,2,20,24,97,1610612759,2015,210.00
0021500323,0,L,18,5,0.783,240,34,76,0.447,7,25,0.28,19,24,1,13,22,35,23,10,2,17,19,94,1610612761,2015,-235.00
0021500322,1,L,12,11,0.522,240,37,87,0.425,8,29,0.276,10,15,1,13,30,43,17,9,6,12,16,92,1610612763,2015,-167.00
0021500322,0,W,13,10,0.565,240,41,88,0.466,4,15,0.267,7,13,1,16,37,53,23,4,4,17,15,93,1610612765,2015,151.00
0021500321,1,L,9,11,0.45,240,39,89,0.438,5,25,0.2,20,24,1,11,36,47,20,8,3,18,25,103,1610612745,2015,-175.00
0021500321,0,W,11,12,0.478,240,40,83,0.482,12,33,0.364,17,25,1,6,36,42,23,8,4,19,23,109,1610612764,2015,158.00
0021500320,1,W,13,8,0.619,240,40,81,0.494,11,27,0.407,8,17,0,3,37,40,27,9,5,10,21,99,1610612748,2015,-102.00
0021500320,0,L,12,8,0.6,240,29,75,0.387,6,21,0.286,17,24,1,7,36,43,17,3,8,17,14,81,1610612766,2015,-108.00
0021500319,1,W,13,9,0.591,240,38,92,0.413,5,23,0.217,24,28,1,13,32,45,22,10,4,12,22,105,1610612741,2015,-166.00
0021500319,0,L,11,8,0.579,240,39,91,0.429,6,21,0.286,16,23,1,15,35,50,22,7,5,16,18,100,1610612738,2015,150.00
0021500318,1,W,8,15,0.348,240,43,77,0.558,10,28,0.357,18,24,1,9,31,40,29,6,2,15,18,114,1610612762,2015,-145.00
0021500318,0,L,9,10,0.474,240,38,92,0.413,15,36,0.417,15,22,1,19,25,44,23,7,0,12,22,106,1610612758,2015,131.00
0021500317,0,W,12,9,0.571,240,38,88,0.432,1,16,0.063,8,10,1,10,44,54,14,9,8,20,19,85,1610612743,2015,-160.00
0021500317,1,L,8,14,0.364,240,28,84,0.333,7,24,0.292,11,20,1,10,37,47,19,11,7,17,16,74,1610612753,2015,144.00
0021500316,1,L,12,10,0.545,240,33,81,0.407,3,14,0.214,19,22,1,11,22,33,14,6,4,15,17,88,1610612760,2015,116.00
0021500316,0,W,13,8,0.619,240,47,84,0.56,13,26,0.5,18,23,1,10,36,46,31,11,3,12,17,125,1610612763,2015,-128.00
0021500315,1,W,6,15,0.286,240,45,81,0.556,7,18,0.389,13,16,1,12,30,42,27,14,7,24,17,110,1610612745,2015,184.00
0021500315,0,L,10,12,0.455,240,39,82,0.476,15,35,0.429,12,17,1,10,26,36,26,20,3,23,15,105,1610612751,2015,-205.00
0021500314,1,L,12,8,0.6,240,44,100,0.44,14,33,0.424,21,26,1,16,28,44,23,8,3,16,18,123,1610612744,2015,195.00
0021500314,0,W,23,0,1,240,52,95,0.547,16,35,0.457,11,15,1,10,36,46,29,10,6,15,19,131,1610612754,2015,-218.00
0021500313,1,W,14,7,0.667,240,40,79,0.506,9,21,0.429,16,20,1,6,24,30,18,10,4,8,18,105,1610612757,2015,-475.00
0021500313,0,L,9,14,0.391,240,40,79,0.506,11,26,0.423,9,16,1,10,26,36,21,3,2,18,25,100,1610612739,2015,404.00
0021500312,0,W,12,9,0.571,240,40,81,0.494,12,28,0.429,19,24,1,10,36,46,24,8,8,17,18,111,1610612740,2015,-110.00
0021500312,1,L,5,16,0.238,240,37,90,0.411,4,13,0.308,15,18,1,13,31,44,21,8,6,14,17,93,1610612738,2015,100.00
0021500311,0,W,12,9,0.571,240,38,86,0.442,8,25,0.32,26,29,1,13,30,43,21,10,9,17,26,110,1610612750,2015,-178.00
0021500311,1,L,8,12,0.4,240,36,82,0.439,7,18,0.389,27,35,1,11,35,46,18,10,3,18,29,106,1610612746,2015,160.00
0021500310,0,L,9,13,0.409,240,33,85,0.388,8,33,0.242,14,18,1,15,31,46,21,10,7,17,25,88,1610612749,2015,-121.00
0021500310,1,W,9,13,0.409,240,30,73,0.411,4,13,0.308,26,33,1,10,35,45,22,8,7,16,19,90,1610612757,2015,110.00
0021500309,0,W,9,13,0.409,240,41,92,0.446,7,17,0.412,14,17,1,10,30,40,18,12,4,18,17,103,1610612741,2015,252.00
0021500309,1,L,11,7,0.611,240,41,90,0.456,6,21,0.286,13,18,1,16,32,48,28,11,8,20,19,101,1610612756,2015,-285.00
0021500308,1,W,13,9,0.591,240,34,74,0.459,9,25,0.36,25,32,1,8,30,38,18,7,2,7,13,102,1610612747,2015,-777.00
0021500308,0,L,3,18,0.143,240,34,83,0.41,7,19,0.368,18,20,1,14,33,47,14,4,4,15,23,93,1610612761,2015,622.00
0021500307,1,L,10,12,0.455,240,40,84,0.476,9,25,0.36,8,9,1,3,34,37,25,4,4,13,21,97,1610612742,2015,-113.00
0021500307,0,W,13,9,0.591,240,37,82,0.451,13,31,0.419,17,20,1,7,36,43,21,7,3,9,14,104,1610612752,2015,102.00
0021500306,0,W,9,10,0.474,240,46,92,0.5,9,18,0.5,13,17,1,12,25,37,23,7,2,10,19,114,1610612748,2015,333.00
0021500306,1,L,12,7,0.632,240,41,69,0.594,5,16,0.313,16,22,1,4,30,34,25,5,6,16,18,103,1610612764,2015,-384.00
0021500305,1,L,1,21,0.045,240,26,75,0.347,4,24,0.167,12,21,1,6,25,31,14,3,1,13,25,68,1610612759,2015,498.00
0021500305,0,W,18,4,0.818,240,47,76,0.618,4,11,0.364,21,25,1,7,40,47,32,4,1,7,17,119,1610612755,2015,-600.00
0021500304,0,L,12,10,0.545,240,32,87,0.368,10,34,0.294,10,22,0,7,34,41,17,11,2,12,20,84,1610612766,2015,121.00
0021500304,1,W,12,8,0.6,240,36,84,0.429,8,26,0.308,24,35,1,14,43,57,21,5,5,14,20,104,1610612765,2015,-134.00
0021500303,0,L,7,15,0.318,240,35,88,0.398,7,24,0.292,18,30,1,13,28,41,20,11,5,14,20,95,1610612760,2015,638.00
0021500303,1,W,12,8,0.6,240,35,86,0.407,6,22,0.273,22,31,1,19,43,62,18,8,6,21,22,98,1610612758,2015,-800.00
0021500302,1,L,8,10,0.444,240,42,89,0.472,8,27,0.296,12,21,1,6,25,31,22,9,0,6,22,104,1610612742,2015,116.00
0021500302,0,W,12,9,0.571,240,38,76,0.5,16,31,0.516,24,27,1,6,44,50,25,5,4,16,17,116,1610612764,2015,-128.00
0021500301,1,W,12,9,0.571,240,41,93,0.441,9,24,0.375,20,26,1,17,44,61,20,11,1,16,21,111,1610612747,2015,-543.00
0021500301,0,L,3,17,0.15,240,32,80,0.4,5,18,0.278,22,29,1,8,31,39,12,6,4,15,21,91,1610612765,2015,456.00
0021500300,1,L,5,15,0.25,240,39,89,0.438,5,17,0.294,15,23,1,11,35,46,21,8,2,13,18,98,1610612744,2015,569.00
0021500300,0,W,22,0,1,240,44,86,0.512,14,33,0.424,12,23,1,10,36,46,25,9,9,12,18,114,1610612751,2015,-700.00
0021500299,1,W,12,9,0.571,240,36,90,0.4,5,15,0.333,18,24,1,15,31,46,23,8,5,12,16,95,1610612756,2015,-213.00
0021500299,0,L,8,13,0.381,240,36,82,0.439,9,31,0.29,12,17,1,11,36,47,20,8,5,18,24,93,1610612763,2015,191.00
0021500298,0,L,11,9,0.55,240,40,90,0.444,6,20,0.3,15,18,1,15,36,51,22,8,6,13,21,101,1610612746,2015,116.00
0021500298,1,W,11,9,0.55,240,37,82,0.451,12,31,0.387,17,25,1,10,35,45,25,5,2,14,15,103,1610612753,2015,-128.00
0021500297,1,W,9,9,0.5,265,43,92,0.467,8,23,0.348,28,37,1,19,35,54,21,7,3,15,30,122,1610612754,2015,107.00
0021500297,0,L,12,7,0.632,265,40,93,0.43,12,29,0.414,27,34,1,12,32,44,17,10,2,15,34,119,1610612762,2015,-118.00
0021500296,0,L,11,9,0.55,240,39,86,0.453,12,29,0.414,15,22,1,11,28,39,22,9,3,14,22,105,1610612759,2015,365.00
0021500296,1,W,17,4,0.81,240,44,83,0.53,5,17,0.294,15,22,1,11,36,47,26,3,3,14,22,108,1610612738,2015,-425.00
0021500295,0,L,10,11,0.476,240,32,76,0.421,6,25,0.24,21,28,1,6,31,37,22,4,4,15,24,91,1610612749,2015,-130.00
0021500295,1,W,8,13,0.381,240,44,89,0.494,2,4,0.5,16,24,1,13,36,49,25,5,6,13,22,106,1610612752,2015,118.00
0021500294,0,W,9,12,0.429,240,39,77,0.506,10,20,0.5,21,30,1,8,32,40,23,7,3,14,21,109,1610612750,2015,112.00
0021500294,1,L,8,11,0.421,240,38,83,0.458,5,15,0.333,22,26,1,13,32,45,24,3,4,14,24,103,1610612757,2015,-124.00
0021500293,0,L,7,14,0.333,240,46,98,0.469,10,26,0.385,11,13,1,13,34,47,35,12,7,13,27,113,1610612745,2015,137.00
0021500293,1,W,10,11,0.476,240,36,78,0.462,16,34,0.471,32,43,1,13,30,43,25,9,5,17,18,120,1610612758,2015,-152.00
0021500292,0,W,11,8,0.579,240,37,89,0.416,10,34,0.294,18,25,1,13,37,50,23,10,3,9,18,102,1610612741,2015,199.00
0021500292,1,L,11,6,0.647,240,37,89,0.416,9,25,0.36,13,19,1,12,40,52,29,5,5,14,19,96,1610612766,2015,-222.00
0021500291,0,L,13,7,0.65,240,31,85,0.365,6,28,0.214,16,24,1,11,25,36,14,8,1,14,26,84,1610612748,2015,171.00
0021500291,1,W,12,6,0.667,240,37,68,0.544,7,16,0.438,18,29,1,3,38,41,21,5,9,15,25,99,1610612739,2015,-190.00
0021500290,1,L,12,9,0.571,240,40,91,0.44,8,20,0.4,21,26,1,11,27,38,21,9,3,6,27,109,1610612744,2015,285.00
0021500290,0,W,21,0,1,240,35,73,0.479,16,30,0.533,26,36,1,8,35,43,22,2,5,12,24,112,1610612761,2015,-325.00
0021500289,1,L,1,20,0.048,240,37,74,0.5,15,31,0.484,16,26,1,7,33,40,22,11,8,20,28,105,1610612743,2015,135.00
0021500289,0,W,8,13,0.381,240,37,81,0.457,11,31,0.355,23,38,1,13,34,47,25,8,4,17,21,108,1610612755,2015,-149.00
0021500288,0,L,13,6,0.684,265,39,89,0.438,10,33,0.303,20,24,1,12,31,43,18,8,1,14,26,108,1610612740,2015,-193.00
0021500288,1,W,5,15,0.25,265,42,85,0.494,9,25,0.36,21,31,1,11,35,46,25,10,2,15,25,114,1610612739,2015,173.00
0021500287,1,L,11,9,0.55,240,37,81,0.457,8,29,0.276,14,20,1,11,31,42,23,8,5,17,17,96,1610612745,2015,-190.00
0021500287,0,W,9,11,0.45,240,39,84,0.464,12,26,0.462,10,18,1,15,30,45,20,12,5,18,22,100,1610612742,2015,171.00
0021500286,1,W,13,9,0.591,240,37,74,0.5,10,26,0.385,16,20,1,9,34,43,24,11,9,17,11,100,1610612747,2015,-777.00
0021500286,0,L,3,16,0.158,240,32,86,0.372,13,27,0.481,10,13,1,15,27,42,19,10,7,16,14,87,1610612737,2015,622.00
0021500285,1,W,11,9,0.55,240,34,82,0.415,7,23,0.304,27,39,1,8,38,46,18,8,4,9,11,102,1610612749,2015,-242.00
0021500285,0,L,7,13,0.35,240,39,87,0.448,4,18,0.222,13,14,1,9,42,51,21,6,6,14,33,95,1610612765,2015,216.00
0021500284,1,W,8,9,0.471,240,40,82,0.488,10,26,0.385,19,25,1,15,26,41,19,9,2,21,21,109,1610612756,2015,134.00
0021500284,0,L,8,12,0.4,240,43,84,0.512,10,23,0.435,10,16,1,12,23,35,21,8,4,20,23,106,1610612764,2015,-148.00
0021500283,1,W,10,10,0.5,240,39,87,0.448,12,27,0.444,18,21,1,8,36,44,25,8,6,13,14,108,1610612751,2015,-161.00
0021500283,0,L,5,14,0.263,240,39,91,0.429,3,11,0.273,10,15,1,13,36,49,15,9,4,13,13,91,1610612752,2015,145.00
0021500282,0,W,11,8,0.579,240,40,84,0.476,14,33,0.424,20,24,1,6,34,40,34,14,5,16,32,114,1610612758,2015,-139.00
0021500282,1,L,7,13,0.35,240,29,77,0.377,7,21,0.333,32,41,1,9,37,46,21,8,4,19,20,97,1610612738,2015,126.00
0021500281,0,L,12,6,0.667,240,38,88,0.432,13,30,0.433,22,24,1,15,26,41,18,4,3,12,17,111,1610612757,2015,-136.00
0021500281,1,W,8,12,0.4,240,44,85,0.518,18,36,0.5,17,20,1,15,33,48,26,11,3,15,20,123,1610612754,2015,123.00
0021500280,1,L,11,9,0.55,240,30,80,0.375,2,16,0.125,21,25,1,9,28,37,19,6,6,11,17,83,1610612759,2015,140.00
0021500280,0,W,16,4,0.8,240,40,80,0.5,10,18,0.556,13,18,1,10,38,48,27,8,8,15,21,103,1610612763,2015,-155.00
0021500279,1,L,8,9,0.471,240,31,72,0.431,14,33,0.424,18,24,1,5,34,39,18,4,8,19,16,94,1610612753,2015,-155.00
0021500279,0,W,11,8,0.579,240,40,89,0.449,8,23,0.348,15,15,1,9,31,40,19,13,4,10,20,103,1610612762,2015,149.00
0021500278,1,L,12,8,0.6,240,39,92,0.424,8,27,0.296,19,22,1,9,30,39,21,9,3,4,16,105,1610612743,2015,-540.00
0021500278,0,W,7,13,0.35,240,38,81,0.469,12,27,0.444,18,18,1,6,36,42,30,2,4,11,19,106,1610612761,2015,454.00
0021500277,0,L,11,8,0.579,240,35,79,0.443,4,16,0.25,21,24,1,9,35,44,15,5,1,15,18,95,1610612748,2015,-195.00
0021500277,1,W,11,6,0.647,240,40,81,0.494,3,13,0.231,14,24,1,6,29,35,25,10,3,9,14,97,1610612760,2015,175.00
0021500276,1,L,10,9,0.526,240,30,79,0.38,6,27,0.222,25,39,1,10,30,40,19,4,2,15,31,91,1610612754,2015,116.00
0021500276,0,W,12,5,0.706,240,32,76,0.421,7,20,0.35,32,39,1,9,38,47,16,7,6,14,26,103,1610612746,2015,-128.00
0021500275,1,W,15,4,0.789,240,37,90,0.411,7,21,0.333,14,20,1,11,43,54,25,11,9,11,12,95,1610612749,2015,-1053.00
0021500275,0,L,7,12,0.368,240,26,78,0.333,3,14,0.214,15,18,1,6,38,44,17,7,6,16,20,70,1610612759,2015,800.00
0021500274,0,L,4,15,0.211,240,36,88,0.409,7,25,0.28,22,25,1,16,40,56,20,5,6,23,32,101,1610612745,2015,144.00
0021500274,1,W,8,11,0.421,240,36,87,0.414,8,27,0.296,28,39,1,9,33,42,20,9,7,10,23,108,1610612740,2015,-160.00
0021500273,0,L,6,13,0.316,240,36,93,0.387,5,15,0.333,13,22,1,13,36,49,26,8,8,7,22,90,1610612741,2015,423.00
0021500273,1,W,11,5,0.688,240,36,89,0.404,6,17,0.353,21,27,1,15,47,62,22,3,10,14,17,99,1610612743,2015,-500.00
0021500272,1,L,12,9,0.571,240,33,90,0.367,8,27,0.296,12,16,1,13,30,43,22,8,7,12,20,86,1610612761,2015,-180.00
0021500272,0,W,12,7,0.632,240,36,79,0.456,6,25,0.24,18,24,1,8,42,50,12,10,5,12,18,96,1610612737,2015,162.00
0021500271,1,W,9,10,0.474,240,38,88,0.432,4,19,0.211,19,22,1,8,42,50,19,5,9,17,17,99,1610612755,2015,-419.00
0021500271,0,L,1,19,0.05,240,32,86,0.372,9,30,0.3,14,24,1,7,35,42,11,8,7,13,19,87,1610612752,2015,361.00
0021500270,1,W,10,9,0.526,265,44,87,0.506,12,27,0.444,27,44,1,13,37,50,24,10,1,18,20,127,1610612756,2015,-171.00
0021500270,0,L,8,11,0.421,265,47,97,0.485,14,33,0.424,14,15,1,10,26,36,28,7,3,15,33,122,1610612765,2015,154.00
0021500269,1,L,7,9,0.438,240,37,79,0.468,7,21,0.333,23,31,1,8,33,41,24,11,2,23,15,104,1610612747,2015,-565.00
0021500269,0,W,3,15,0.167,240,41,96,0.427,8,25,0.32,18,20,1,16,29,45,17,18,3,16,22,108,1610612764,2015,472.00
0021500268,1,L,10,8,0.556,240,35,94,0.372,9,31,0.29,20,30,1,13,28,41,19,10,7,8,13,99,1610612744,2015,380.00
0021500268,0,W,20,0,1,240,46,88,0.523,16,34,0.471,8,11,1,11,42,53,31,2,9,18,23,116,1610612766,2015,-444.00
0021500267,1,L,7,12,0.368,265,41,100,0.41,15,40,0.375,15,17,1,13,37,50,24,6,1,15,23,112,1610612742,2015,-115.00
0021500267,0,W,11,8,0.579,265,43,94,0.457,9,29,0.31,20,24,1,12,37,49,23,7,5,12,17,115,1610612757,2015,104.00
0021500266,0,W,11,8,0.579,240,43,90,0.478,2,10,0.2,25,26,1,13,36,49,21,3,4,6,23,113,1610612740,2015,-108.00
